,Module Department,Module Code,Event ID,Event Type,Duration (minutes),Event Size,Timeslot,Number of Weeks,Weeks,Room,Room Type 1,Room type 2,Building,Campus
52,Business School,BUST08031_SV1_SEM2_2024/5,E:UZTHROVNNC,Tutorial,110,20.0,Tuesday 09:00,8,"27, 28, 29, 30, 32, 33, 34, 35",0001_01_1.265,Centrally Allocated Space,General Teaching,Old College,Central
55,Business School,CMSE11547_SV1_SEM2_2024/5,E:ERK93X2KC9,Tutorial,90,20.0,Friday 14:00,3,"28, 30, 35",0226_-1_LG.19,Locally Allocated Space,General Teaching,Business School,Central
57,Business School,ACCN10026_SV1_SEM1_2024/5,E:4BSAVP83Q8,Tutorial,50,33.0,Tuesday 14:00,6,"11, 12, 13, 16, 17, 18",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
59,Business School,CMSE11558_SV1_SB4_2024/5,E:MXKHS3XJDQ,Lecture,110,60.0,Monday 13:00,5,"32, 33, 34, 35, 36",0226_-1_LG.19,Locally Allocated Space,General Teaching,Business School,Central
60,Business School,ACCN08008_SS1_SEM2_2024/5,E:S7RL29I5UD,Tutorial,50,14.0,Monday 17:00,9,"27, 28, 29, 30, 32, 33, 34, 35, 36",0335_02_2.2,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
61,Business School,ACCN08009_SV1_SEM1_2024/5,E:VMVOTLEOD7,Tutorial,50,13.0,Monday 15:00,9,"10, 11, 12, 13, 15, 16, 17, 18, 19",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
62,Business School,CMSE11534_SS1_SB1_2024/5,E:2UGT1BG3HK,Seminar,50,50.0,Tuesday 12:00,3,"10, 11, 12",0226_-1_LG.19,Locally Allocated Space,General Teaching,Business School,Central
63,Business School,BUST08053_SV1_SEM2_2024/5,E:NVBM4J7H96,Tutorial,50,12.0,Friday 12:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0252_01_1.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
64,Business School,BUST08035_SS1_SEM1_2024/5,E:1TJIRZBZWJ,Tutorial,50,18.0,Friday 10:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0103_03_3.D02,Centrally Allocated Space,General Teaching,Forresthill,Central
65,Business School,BUST08056_SV1_SEM2_2024/5,E:M9RBKCGYGR,Q&A Session,120,6.0,Friday 14:00,7,"30, 32, 33, 34, 35, 36, 37",0227_02_2.30,Centrally Allocated Space,General Teaching,50 George Square,Central
66,Business School,ACCN08012_SV1_SEM1_2024/5,E:6E5SSQRMOQ,Tutorial,50,16.0,Wednesday 10:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0335_03_3.1,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
67,Business School,BUST10012_SV1_SEM2_2024/5,E:X7PGPCL4RX,Oral Presentation,110,8.0,Monday 09:00,2,"35, 36",0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
68,Business School,BUST08036_SS1_SEM2_2024/5,E:DFMFFHBMLI,Tutorial,50,18.0,Monday 14:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
69,Business School,BUST10012_SV1_SEM2_2024/5,E:FXLEOE44SU,Oral Presentation,110,8.0,Monday 11:00,2,"35, 36",0201_02_2.07,Centrally Allocated Space,General Teaching,Appleton Tower,Central
71,Business School,BUST08052_SS1_SEM1_2024/5,E:7QSKBQMW1L,Tutorial,110,25.0,Friday 09:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0300_00_NG.02,Centrally Allocated Space,General Teaching,High School Yards Teaching Centre,Central
73,Business School,BUST08003_SV1_SEM1_2024/5,E:W831HKZUOC,Tutorial,50,16.0,Thursday 15:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
74,Business School,BUST10144_SV1_SEM2_2024/5,E:B65XY9STIU,Lecture,110,120.0,Monday 16:00,2,"26, 27",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
78,Business School,BUST08051_SV1_SEM1_2024/5,E:FKNT5BCN6S,Tutorial,110,24.0,Friday 11:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0219_00_G.02,Centrally Allocated Space,General Teaching,21 George Square,Central
79,Business School,BUST08056_SV1_SEM2_2024/5,E:G1SCURZTTV,Tutorial,50,22.0,Monday 10:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
81,Business School,BUST08043_SS1_SEM2_2024/5,E:588NBH5L6U,Tutorial,50,10.0,Friday 13:00,9,"27, 28, 29, 30, 32, 33, 34, 35, 36",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
82,Business School,BUST10133_SV1_SEM1_2024/5,E:UO5JDWPJPF,Tutorial,50,15.0,Friday 09:00,4,"10, 12, 16, 18",0228_01_1.01,Centrally Allocated Space,General Teaching,40 George Square,Central
83,Business School,BUST08033_SV1_SEM1_2024/5,E:JANPI6NTLI,Tutorial,50,19.0,Friday 10:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
84,Business School,BUST08033_SV1_SEM1_2024/5,E:N826VTZKXB,Tutorial,50,19.0,Tuesday 17:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0003_01_1.04,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
85,Business School,ACCN10008_SV1_SEM1_2024/5,E:JOUB7555HW,Tutorial,50,25.0,Friday 10:00,4,"11, 12, 15, 18",0226_-1_LG.14,Locally Allocated Space,General Teaching,Business School,Central
86,Business School,CMSE11407_SS1_SEM1_2024/5,E:ZRCSXQXWDM,Lecture,110,80.0,Tuesday 14:00,8,"10, 11, 12, 13, 15, 16, 17, 18",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
87,Business School,CMSE10002_SV1_SEM1_2024/5,E:RAD7HST47V,Tutorial,50,30.0,Tuesday 17:00,6,"12, 13, 15, 16, 17, 18",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
88,Business School,CMSE11619_SS1_SB2_2024/5,E:IP4FLLNKA5,Seminar,80,32.0,Friday 12:00,5,"15, 16, 17, 18, 19",0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
89,Business School,BUST08035_SS1_SEM1_2024/5,E:RV6J6RK16I,Tutorial,50,18.0,Wednesday 10:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0003_01_1.03,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
90,Business School,BUST10155_SV1_SEM2_2024/5,E:N3E7F4QURW-00001,Lecture,110,140.0,Tuesday 11:00,5,"32, 33, 34, 35, 36",0227_00_G.06,Centrally Allocated Space,General Teaching,50 George Square,Central
91,Business School,CMSE11478_SS1_SB1_2024/5,E:HT9QV2UIE3,Seminar,90,32.0,Friday 09:00,5,"9, 10, 11, 12, 13",0226_-1_LG.11,Locally Allocated Space,General Teaching,Business School,Central
94,Business School,CMSE11534_SS1_SB1_2024/5,E:5KIH6HSQ4S,Seminar,50,50.0,Tuesday 13:00,3,"10, 11, 12",0226_-1_LG.19,Locally Allocated Space,General Teaching,Business School,Central
95,Business School,CMSE11562_SS1_SB2_2024/5,E:9FJEIZPENZ,Lecture,50,65.0,Monday 14:00,5,"15, 16, 17, 18, 19",0226_-1_LG.14,Locally Allocated Space,General Teaching,Business School,Central
96,Business School,CMSE11562_SS1_SB2_2024/5,E:MGVBOQGWFP,Seminar,90,33.0,Tuesday 10:00,4,"15, 16, 17, 18",0226_-1_LG.19,Locally Allocated Space,General Teaching,Business School,Central
97,Business School,BUST08054_SV1_SEM2_2024/5,E:8Z355SAB1H,Seminar,50,100.0,Thursday 11:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
99,Business School,BUST08009_SV1_SEM2_2024/5,E:IS78F6L5ZY,Lecture,50,110.0,Friday 10:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0131_04_4.07,Centrally Allocated Space,General Teaching,13-15 South College Street,Central
100,Business School,ACCN08012_SV1_SEM1_2024/5,E:6KRU79RDA1,Tutorial,50,16.0,Thursday 10:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0252_01_1.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
103,Business School,CMSE11509_SV1_SEM2_2024/5,E:YM5KKR5O56,Lecture,110,10.0,Monday 14:00,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0254_01_1.12,Centrally Allocated Space,General Teaching,24 Buccleuch Place,Central
105,Business School,BUST08005_SV1_SEM1_2024/5,E:PBN4HWXNCM,Tutorial,50,16.0,Monday 14:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0252_01_1.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
107,Business School,BUST08028_SV1_SEM1_2024/5,E:213A2XHFEF,Tutorial,50,15.0,Tuesday 14:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0008_-1_B.154,Centrally Allocated Space,General Teaching,Minto House,Central
108,Business School,BUST10165_SV1_SEM2_2024/5,E:RX3NIHR3CK,Seminar,50,40.0,Friday 11:00,2,"30, 36",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
110,Business School,BUST10133_SV1_SEM1_2024/5,E:9XRFIEIQBN,Lecture,50,60.0,Tuesday 16:00,8,"9, 10, 11, 12, 15, 16, 17, 18",0226_-1_LG.19,Locally Allocated Space,General Teaching,Business School,Central
111,Business School,CMSE11561_SV1_SEM2_2024/5,E:R6JACKRMI5,Lecture,110,85.0,Monday 09:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
112,Business School,BUST08036_SS1_SEM2_2024/5,E:YY8JHPSFFH,Tutorial,50,18.0,Thursday 15:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
113,Business School,BUST08005_SV1_SEM1_2024/5,E:FNUTTSUPRL,Tutorial,50,16.0,Monday 17:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0252_01_1.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
114,Business School,CMSE10002_SV1_SEM1_2024/5,E:PP6RHAZ1F6,Tutorial,50,30.0,Tuesday 13:00,6,"12, 13, 15, 16, 17, 18",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
115,Business School,ACCN08008_SS1_SEM2_2024/5,E:7DZ9S82N11,Tutorial,50,14.0,Monday 16:00,9,"27, 28, 29, 30, 32, 33, 34, 35, 36",0335_02_2.2,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
116,Business School,BUST08049_SS1_SEM1_2024/5,E:1D226HFXRT,Seminar,110,100.0,Friday 11:00,9,"10, 11, 12, 13, 15, 16, 17, 18, 19",0131_04_4.07,Centrally Allocated Space,General Teaching,13-15 South College Street,Central
117,Business School,BUST08032_SV1_SEM2_2024/5,E:PXORT1C7TH,Lecture,110,90.0,Thursday 09:00,8,"26, 27, 28, 29, 30, 33, 34, 35",0228_-1_LG.09,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
119,Business School,BUST08035_SS1_SEM1_2024/5,E:IXCH8D99CR,Tutorial,50,18.0,Thursday 16:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0214_01_1.01,Centrally Allocated Space,General Teaching,16-20 George Square,Central
120,Business School,BUST08043_SS1_SEM2_2024/5,E:ZSSL9KD3KY,Lecture,110,40.0,Thursday 16:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
122,Business School,BUST08056_SV1_SEM2_2024/5,E:PIT23E93WU,Tutorial,50,22.0,Wednesday 09:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
123,Business School,BUST08042_SV1_SEM2_2024/5,E:ETWCITTANS,Lecture,50,90.0,Tuesday 17:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
124,Business School,BUST08035_SS1_SEM1_2024/5,E:KI2OSYRZUC,Tutorial,50,18.0,Tuesday 11:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0003_01_1.04,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
125,Business School,"CMSE11629_SS1_SEM2_2024/5, CMSE11552_SV1_SB3_2024/5",E:ER94SJFIQK,Seminar,50,80.0,Tuesday 14:00,5,"26, 27, 28, 29, 30",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
126,Business School,CMSE11536_SV1_SB4_2024/5,E:WFA9Z8BEL6,Seminar,120,45.0,Thursday 10:00,3,"32, 33, 34",0226_-1_LG.19,Locally Allocated Space,General Teaching,Business School,Central
127,Business School,CMSE11626_SS1_SEM1_2024/5,E:G5JFJK1ONZ,Seminar,110,25.0,Thursday 13:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
128,Business School,BUST10133_SV1_SEM1_2024/5,E:64PXKYR1LE,Tutorial,50,15.0,Friday 10:00,4,"10, 12, 16, 18",0227_02_2.14,Centrally Allocated Space,General Teaching,50 George Square,Central
130,Business School,CMSE10003_SV1_SEM2_2024/5,E:DK45W41IBF,Tutorial,50,36.0,Thursday 15:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
131,Business School,BUST08009_SV1_SEM2_2024/5,E:N5KKGYCEND,Tutorial,50,14.0,Wednesday 13:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0254_01_1.10,Centrally Allocated Space,General Teaching,24 Buccleuch Place,Central
132,Business School,CMSE11404_SS1_SEM2_2024/5,E:11OAYP4QJA,Lecture,110,68.0,Monday 09:00,7,"27, 28, 29, 30, 32, 33, 34",0226_-1_LG.14,Locally Allocated Space,General Teaching,Business School,Central
133,Business School,CMSE11653_SS1_SEM2_2024/5,E:G8SCMJYVUP,Lecture,110,45.0,Monday 15:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
134,Business School,BUST10144_SV1_SEM2_2024/5,E:V4GBNL1SEE,Seminar,110,120.0,Monday 16:00,6,"28, 29, 30, 32, 33, 34",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
135,Business School,BUST08031_SV1_SEM2_2024/5,E:VLM24PBAXP,Tutorial,110,20.0,Wednesday 09:00,8,"27, 28, 29, 30, 32, 33, 34, 35",0112_-1_B.06,Centrally Allocated Space,General Teaching,Chrystal MacMillan Building,Central
136,Business School,CMSE11485_SS1_SB1_2024/5,E:XBW5KCSQVX,Lecture,90,126.0,Monday 11:00,5,"9, 10, 11, 12, 13",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
137,Business School,BUST08003_SV1_SEM1_2024/5,E:X2O9T9WPS9,Tutorial,50,16.0,Tuesday 12:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
139,Business School,BUST08053_SV1_SEM2_2024/5,E:BBMZKNGBBE,Tutorial,50,12.0,Wednesday 15:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0252_01_1.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
141,Business School,BUST08008_SV1_SEM1_2024/5,E:YDKY2LP84Z,Tutorial,50,15.0,Wednesday 11:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0335_01_1.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
143,Business School,BUST08039_SS1_SEM2_2024/5,E:VR5VKON81U,Lecture,110,160.0,Friday 14:00,4,"26, 28, 33, 37",0229_01_1.C,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
145,Business School,CMSE11540_SS1_SEM1_2024/5,E:2NKM6SSIYV,Seminar,180,45.0,Wednesday 09:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
146,Business School,BUST08036_SS1_SEM2_2024/5,E:J2UDKXDSM6,Lecture,50,458.0,Thursday 13:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0225_02_2.201,Centrally Allocated Space,General Teaching,Gordon Aikman Lecture Theatre,Central
147,Business School,BUST08004_SV1_SEM1_2024/5,E:O8HU1JZFVQ,Tutorial,50,14.0,Monday 11:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
148,Business School,BUST08035_SS1_SEM1_2024/5,E:1KKYP48S2S,Tutorial,50,18.0,Thursday 15:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0003_00_G.03,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
149,Business School,ACCN08012_SV1_SEM1_2024/5,E:TO2WS6X492,Lecture,110,400.0,Monday 16:00,9,"9, 10, 11, 12, 13, 15, 16, 17, 18",0225_02_2.201,Centrally Allocated Space,General Teaching,Gordon Aikman Lecture Theatre,Central
150,Business School,CMSE11546_SS1_SB2_2024/5,E:M6URK9ZUVK,Lecture,110,65.0,Tuesday 14:00,4,"15, 16, 17, 18",0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
151,Business School,BUST08053_SV1_SEM2_2024/5,E:2CJPLCVUDJ,Tutorial,50,12.0,Wednesday 13:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0252_01_1.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
152,Business School,BUST08051_SV1_SEM1_2024/5,E:IJ7PCKV594,Tutorial,110,18.0,Monday 13:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0201_02_2.06,Centrally Allocated Space,General Teaching,Appleton Tower,Central
153,Business School,BUST08033_SV1_SEM1_2024/5,E:JH8VVS5D8B,Lecture,50,200.0,Wednesday 12:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0113_00_G.152,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
154,Business School,CMSE11655_SS1_SB2_2024/5,E:L2Q83DS4P1,Lecture,110,100.0,Thursday 15:00,3,"15, 16, 17",0131_04_4.07,Centrally Allocated Space,General Teaching,13-15 South College Street,Central
155,Business School,CMSE11568_SS1_SB1_2024/5,E:R276JISFO8,Lecture,110,65.0,Wednesday 11:00,4,"9, 10, 11, 12",0226_-1_LG.18,Locally Allocated Space,General Teaching,Business School,Central
156,Business School,ACCN08009_SV1_SEM1_2024/5,E:SH4XSIVYTS,Tutorial,50,13.0,Monday 14:00,9,"10, 11, 12, 13, 15, 16, 17, 18, 19",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
158,School of Economics,ECNM10052_SV1_SEM1_2024/5,E:4HRHARLXV6,Q&A Session,50,20.0,Friday 11:00,9,"10, 11, 12, 13, 14, 15, 16, 17, 18",0003_00_G.02,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
159,Business School,BUST10153_SV1_SEM1_2024/5,E:6USFTUFRCY,Seminar,110,23.0,Wednesday 09:00,7,"11, 12, 13, 15, 16, 17, 18",0228_-1_LG.08,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
162,Business School,BUST10115_SV1_SEM1_2024/5,E:93CECVO3RL,Lecture,50,60.0,Tuesday 09:00,5,"11, 12, 13, 15, 16",0226_-1_LG.19,Locally Allocated Space,General Teaching,Business School,Central
163,Business School,BUST08041_SV1_SEM2_2024/5,E:92GGHXA8A2,Tutorial,50,25.0,Tuesday 13:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0226_01_1.07,Locally Allocated Space,General Teaching,Business School,Central
164,Business School,BUST10168_SV1_SEM2_2024/5,E:PV2BMWX7S5,Lecture,110,100.0,Thursday 13:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
165,Business School,BUST08003_SV1_SEM1_2024/5,E:12DKCORHBQ,Tutorial,50,10.0,Monday 15:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0227_02_2.30,Centrally Allocated Space,General Teaching,50 George Square,Central
166,Business School,CMSE11338_SS1_SEM1_2024/5,E:59YZAKTMG8,Lecture,110,135.0,Monday 09:00,5,"15, 16, 17, 18, 19",0226_00_GF.14,Locally Allocated Space,General Teaching,Business School,Central
168,Business School,BUST10033_SV1_SEM1_2024/5,E:SQ7A12HO8G,Seminar,50,65.0,Wednesday 11:00,10,"9, 10, 11, 12, 13, 15, 16, 17, 18, 19",0226_-1_LG.11,Locally Allocated Space,General Teaching,Business School,Central
169,Business School,BUST08036_SS1_SEM2_2024/5,E:JW5A33BBXB,Tutorial,50,18.0,Tuesday 14:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0103_01_1.B04,Centrally Allocated Space,General Teaching,Forresthill,Central
170,Business School,ACCN08007_SS1_SEM1_2024/5,E:UP7EXA3PB7,Tutorial,50,17.0,Wednesday 12:00,9,"10, 11, 12, 13, 15, 16, 17, 18, 19",0335_00_G.12,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
171,Business School,CMSE11479_SS1_SB2_2024/5,E:KTOQ1D5X4F,Lecture,110,35.0,Thursday 14:00,5,"15, 16, 17, 18, 19",0226_-1_LG.14,Locally Allocated Space,General Teaching,Business School,Central
173,Business School,BUST08036_SS1_SEM2_2024/5,E:Y3JW9ZYM5X,Tutorial,50,18.0,Wednesday 12:00,8,"28, 29, 30, 32, 33, 34, 35, 36",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
174,Business School,BUST08004_SV1_SEM1_2024/5,E:GDEKHKTKFH,Lecture,50,200.0,Thursday 13:00,11,"9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19",0229_01_1.C,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
175,Business School,BUST08008_SV1_SEM1_2024/5,E:16CPPSZFQO,Tutorial,50,15.0,Thursday 14:00,7,"11, 12, 13, 15, 16, 17, 18",0252_01_1.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
176,Business School,BUST10028_SV1_SEM2_2024/5,E:XKEABHDR5Z,Lecture,110,20.0,Tuesday 09:00,10,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36",0201_00_G.05,Centrally Allocated Space,General Teaching,Appleton Tower,Central
177,Business School,BUST10004_SV1_SEM2_2024/5,E:C9HB79BN5T,Seminar,110,26.0,Monday 09:00,2,"30, 36",0226_-1_LG.11,Locally Allocated Space,General Teaching,Business School,Central
179,Business School,ACCN08007_SS1_SEM1_2024/5,E:F38CP565E1,Tutorial,50,12.0,Tuesday 10:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0228_09_9.18,Centrally Allocated Space,General Teaching,40 George Square,Central
180,Business School,ACCN08007_SS1_SEM1_2024/5,E:LJED7A2J8L,Lecture,50,170.0,Tuesday 09:00,7,"10, 11, 12, 13, 15, 18, 19",0229_01_1.B,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
181,Business School,CMSE11175_SS1_SEM1_2024/5,E:ED811EUFV1,Q&A Session,110,40.0,Tuesday 15:00,2,"13, 16",0228_-1_LG.09,Centrally Allocated Space,General Teaching,40 George Square Lower Teaching Hub,Central
182,Business School,ACCN08007_SS1_SEM1_2024/5,E:BBA7J3OPTB,Tutorial,50,17.0,Thursday 10:00,9,"10, 11, 12, 13, 15, 16, 17, 18, 19",0335_00_G.12,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
183,Business School,BUST08035_SS1_SEM1_2024/5,E:NZ2N6YWFZC,Tutorial,50,18.0,Tuesday 12:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0003_00_G.03,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
184,Business School,BUST10156_SV1_SEM2_2024/5,E:SRWGRBT873,Seminar,110,100.0,Wednesday 09:00,3,"34, 35, 36",0229_01_1.C,Centrally Allocated Space,General Teaching,40 George Square Lecture Theatres,Central
185,Business School,BUST08005_SV1_SEM1_2024/5,E:DWYYAPR6QU,Tutorial,50,16.0,Tuesday 12:00,8,"11, 12, 13, 15, 16, 17, 18, 19",0252_01_1.2,Centrally Allocated Space,General Teaching,22 Buccleuch Place,Central
186,Business School,BUST08030_SS1_SEM1_2024/5,E:3UNBYEYBRU,Tutorial,110,12.0,Thursday 11:00,4,"11, 13, 16, 18",0335_03_3.4,Centrally Allocated Space,General Teaching,Lister Learning and Teaching Centre,Central
187,Business School,CMSE11571_SS1_SB1_2024/5,E:PC6997ADHL,Lecture,110,65.0,Thursday 14:00,5,"9, 10, 11, 12, 13",0226_-1_LG.14,Locally Allocated Space,General Teaching,Business School,Central
189,Business School,ACCN08008_SS1_SEM2_2024/5,E:5KRB82KM7L,Tutorial,50,14.0,Tuesday 11:00,9,"27, 28, 29, 30, 32, 33, 34, 35, 36",0003_00_G.02,Centrally Allocated Space,General Teaching,7-8 Chambers Street,Central
190,Business School,CMSE11654_SS1_SB3_2024/5,E:DRNOQ27SSU,Lecture,110,55.0,Wednesday 11:00,5,"26, 27, 28, 29, 30",0226_-1_LG.10,Locally Allocated Space,General Teaching,Business School,Central
191,Business School,ACCN08007_SS1_SEM1_2024/5,E:XP71I543L9,Tutorial,50,12.0,Tuesday 15:00,9,"10, 11, 12, 13, 15, 16, 17, 18, 19",0113_00_G.09,Centrally Allocated Space,General Teaching,"Medical School, Teviot",Central
